Year,Admission Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2007/08,2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,3173
2007/08,2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11341
2007/08,2007,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11840
2007/08,2007,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2188
2007/08,2007,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,62738
2007/08,2007,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46939
2007/08,2007,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12122
2006/07,2006,All codes,All admissions,All admissions,Number of admissions,,8512482
2006/07,2006,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1427038
2006/07,2006,C00-D48,All cancers,All cancers,Number of admissions,,1302819
2006/07,2006,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,416652
2006/07,2006,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,849607
2006/07,2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1023813
2006/07,2006,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,82464
2006/07,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,14884
2006/07,2006,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,34585
2006/07,2006,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4522
2006/07,2006,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6792
2006/07,2006,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,79748
2006/07,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,11094
2006/07,2006,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,25754
2006/07,2006,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,21488
2006/07,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,12169
2006/07,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,31485
2006/07,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5476
2006/07,2006,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,104046
2006/07,2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,92184
2006/07,2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,225099
2006/07,2006,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,304484
2006/07,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,38070
2006/07,2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,92962
2006/07,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11620
2006/07,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,7751
2006/07,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,22270
2006/07,2006,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,16721
2006/07,2006,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,3064
2006/07,2006,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,105651
2006/07,2006,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,60709
2006/07,2006,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,11946
2006/07,2006,All codes,All admissions,All admissions,Number of admissions,Male,3959716
2006/07,2006,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,790240
2006/07,2006,C00-D48,All cancers,All cancers,Number of admissions,Male,636115
2006/07,2006,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,210662
2006/07,2006,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,486391
2006/07,2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,504618
2006/07,2006,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,48919
2006/07,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,10419
2006/07,2006,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,25018
2006/07,2006,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3774
2006/07,2006,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2006/07,2006,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,60608
2006/07,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7248
2006/07,2006,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,18254
2006/07,2006,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11294
2006/07,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5286
2006/07,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,18290
2006/07,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3095
2006/07,2006,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52599
2006/07,2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,47376
2006/07,2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,120665
2006/07,2006,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,200530
2006/07,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,22889
2006/07,2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,44882
2006/07,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8796
2006/07,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4840
2006/07,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11457
2006/07,2006,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,6856
2006/07,2006,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1201
2006/07,2006,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,41558
2006/07,2006,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14385
2006/07,2006,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2006/07,2006,All codes,All admissions,All admissions,Number of admissions,Female,4552766
2006/07,2006,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,636798
2006/07,2006,C00-D48,All cancers,All cancers,Number of admissions,Female,666704
2006/07,2006,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,205990
2006/07,2006,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,363216
2006/07,2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,519195
2006/07,2006,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,33545
2006/07,2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4465
2006/07,2006,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9567
2006/07,2006,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,748
2006/07,2006,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6791
2006/07,2006,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19140
2006/07,2006,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3846
2006/07,2006,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,7500
2006/07,2006,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10194
2006/07,2006,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6883
2006/07,2006,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,13195
2006/07,2006,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2381
2006/07,2006,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,51447
2006/07,2006,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,44808
2006/07,2006,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,104434
2006/07,2006,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,103954
2006/07,2006,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15181
2006/07,2006,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,48080
2006/07,2006,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2824
2006/07,2006,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2911
2006/07,2006,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,10813
2006/07,2006,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,9865
2006/07,2006,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1863
2006/07,2006,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,64093
2006/07,2006,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46324
2006/07,2006,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,11946
2005/06,2005,All codes,All admissions,All admissions,Number of admissions,,8249330
2005/06,2005,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1430028
2005/06,2005,C00-D48,All cancers,All cancers,Number of admissions,,1261802
2005/06,2005,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,410937
2005/06,2005,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,845712
2005/06,2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,957745
2005/06,2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,80294
2005/06,2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,13281
2005/06,2005,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,34442
2005/06,2005,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4523
2005/06,2005,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,7041
2005/06,2005,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,78931
2005/06,2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,10974
2005/06,2005,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,25144
2005/06,2005,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,20307
2005/06,2005,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,12999
2005/06,2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,29906
2005/06,2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5619
2005/06,2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,104942
2005/06,2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,87654
2005/06,2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,225098
2005/06,2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,306039
2005/06,2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,38930
2005/06,2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,96537
2005/06,2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11479
2005/06,2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,7634
2005/06,2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23117
2005/06,2005,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,14178
2005/06,2005,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,2793
2005/06,2005,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,114119
2005/06,2005,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,61269
2005/06,2005,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12778
2005/06,2005,All codes,All admissions,All admissions,Number of admissions,Male,3831318
2005/06,2005,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,785739
2005/06,2005,C00-D48,All cancers,All cancers,Number of admissions,Male,621984
2005/06,2005,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,207949
2005/06,2005,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,480636
2005/06,2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,473409
2005/06,2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,47427
2005/06,2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,9160
2005/06,2005,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,24984
2005/06,2005,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3798
2005/06,2005,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2005/06,2005,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,59918
2005/06,2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7126
2005/06,2005,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,17820
2005/06,2005,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,10597
2005/06,2005,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5689
2005/06,2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,17669
2005/06,2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3135
2005/06,2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,54047
2005/06,2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,44830
2005/06,2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,120179
2005/06,2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,199546
2005/06,2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,23010
2005/06,2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,46317
2005/06,2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8715
2005/06,2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4805
2005/06,2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11846
2005/06,2005,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,5691
2005/06,2005,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1126
2005/06,2005,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,44098
2005/06,2005,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14203
2005/06,2005,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2005/06,2005,All codes,All admissions,All admissions,Number of admissions,Female,4418012
2005/06,2005,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,644289
2005/06,2005,C00-D48,All cancers,All cancers,Number of admissions,Female,639818
2005/06,2005,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,202988
2005/06,2005,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,365076
2005/06,2005,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,484336
2005/06,2005,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,32867
2005/06,2005,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4121
2005/06,2005,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9458
2005/06,2005,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,725
2005/06,2005,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7041
2005/06,2005,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19013
2005/06,2005,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3848
2005/06,2005,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,7324
2005/06,2005,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,9710
2005/06,2005,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,7310
2005/06,2005,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,12237
2005/06,2005,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2484
2005/06,2005,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,50895
2005/06,2005,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,42824
2005/06,2005,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,104919
2005/06,2005,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,106493
2005/06,2005,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15920
2005/06,2005,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,50220
2005/06,2005,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2764
2005/06,2005,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2829
2005/06,2005,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11271
2005/06,2005,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,8487
2005/06,2005,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1667
2005/06,2005,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,70021
2005/06,2005,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,47066
2005/06,2005,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12775
2004/05,2004,All codes,All admissions,All admissions,Number of admissions,,7846548
2004/05,2004,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1401878
2004/05,2004,C00-D48,All cancers,All cancers,Number of admissions,,1179955
2004/05,2004,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,404875
2004/05,2004,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,823479
2004/05,2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,883439
2004/05,2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,73491
2004/05,2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,12029
2004/05,2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,31358
2004/05,2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4148
2004/05,2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6390
2004/05,2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,74227
2004/05,2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,10040
2004/05,2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,23172
2004/05,2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,18340
2004/05,2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,13254
2004/05,2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,28033
2004/05,2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5757
2004/05,2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,107422
2004/05,2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,82877
2004/05,2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,216998
2004/05,2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,305650
2004/05,2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,36995
2004/05,2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,96297
2004/05,2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11365
2004/05,2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,7676
2004/05,2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23302
2004/05,2004,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,12396
2004/05,2004,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,2638
2004/05,2004,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,126456
2004/05,2004,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,59509
2004/05,2004,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12058
2004/05,2004,All codes,All admissions,All admissions,Number of admissions,Male,3638275
2004/05,2004,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,764401
2004/05,2004,C00-D48,All cancers,All cancers,Number of admissions,Male,577402
2004/05,2004,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,205196
2004/05,2004,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,466662
2004/05,2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,437416
2004/05,2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,43805
2004/05,2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,8393
2004/05,2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,22697
2004/05,2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3441
2004/05,2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2004/05,2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,55831
2004/05,2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,6721
2004/05,2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,16360
2004/05,2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,10217
2004/05,2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5626
2004/05,2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,16419
2004/05,2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3331
2004/05,2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,55254
2004/05,2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,42171
2004/05,2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,114771
2004/05,2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,199995
2004/05,2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,21715
